reporting_level,province,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Quebec,Hip Replacement,Volume,2019,Number of cases,8349.0
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2019,Proportion,70.8
Provincial,Quebec,Knee Replacement,50th Percentile,2019,Days,123.0
Provincial,Quebec,Knee Replacement,90th Percentile,2019,Days,276.0
Provincial,Quebec,Knee Replacement,Volume,2019,Number of cases,11711.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2019,Days,27.0
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2019,Days,57.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2019,Number of cases,3249.0
Provincial,Quebec,MRI Scan,50th Percentile,2019,Days,N/A
Provincial,Quebec,MRI Scan,90th Percentile,2019,Days,N/A
Provincial,Quebec,MRI Scan,Volume,2019,Number of cases,N/A
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2019,Days,37.0
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2019,Days,91.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2019,Number of cases,1755.0
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2019,Proportion,99.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2019,Days,N/A
Provincial,Quebec,Radiation Therapy,90th Percentile,2019,Days,N/A
Provincial,Quebec,Radiation Therapy,Volume,2019,Number of cases,N/A
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2019,Days,16.0
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2019,Days,30.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2019,Number of cases,600.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2019,Days,19.0
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2019,Days,36.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2019,Number of cases,783.0
Provincial,Saskatchewan,CABG,50th Percentile,2019,Days,4.0
Provincial,Saskatchewan,CABG,90th Percentile,2019,Days,42.0
Provincial,Saskatchewan,CABG,Volume,2019,Number of cases,317.0
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2019,Proportion,61.8
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2019,Days,78.0
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2019,Days,244.0
Provincial,Saskatchewan,Cataract Surgery,Volume,2019,Number of cases,8137.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2019,Days,17.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2019,Days,37.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2019,Number of cases,382.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2019,Days,26.0
Provincial,Saskatchewan,CT Scan,90th Percentile,2019,Days,79.0
Provincial,Saskatchewan,CT Scan,Volume,2019,Number of cases,49041.0
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2019,Proportion,47.4
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2019,Days,199.0
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2019,Days,381.0
Provincial,Saskatchewan,Hip Replacement,Volume,2019,Number of cases,1715.0
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2019,Proportion,37.1
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2019,Days,266.0
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2019,Days,423.0
Provincial,Saskatchewan,Knee Replacement,Volume,2019,Number of cases,2832.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2019,Days,14.0
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2019,Days,35.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2019,Number of cases,165.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2019,Days,45.0
Provincial,Saskatchewan,MRI Scan,90th Percentile,2019,Days,278.0
Provincial,Saskatchewan,MRI Scan,Volume,2019,Number of cases,25178.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2019,Days,43.0
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2019,Days,114.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2019,Number of cases,164.0
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2019,Proportion,96.0
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2019,Days,8.0
Provincial,Saskatchewan,Radiation Therapy,90th Percentile,2019,Days,21.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2019,Number of cases,2275.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2020,Days,22.0
Provincial,Alberta,Bladder Cancer Surgery,90th Percentile,2020,Days,62.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2020,Number of cases,2136.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2020,Days,17.0
Provincial,Alberta,Breast Cancer Surgery,90th Percentile,2020,Days,36.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2020,Number of cases,3298.0
Provincial,Alberta,CABG,50th Percentile,2020,Days,6.2
Provincial,Alberta,CABG,90th Percentile,2020,Days,86.6
Provincial,Alberta,CABG,Volume,2020,Number of cases,901.0
Provincial,Alberta,Cataract Surgery,% Meeting Benchmark,2020,Proportion,45.3
Provincial,Alberta,Cataract Surgery,50th Percentile,2020,Days,131.0
Provincial,Alberta,Cataract Surgery,90th Percentile,2020,Days,370.0
Provincial,Alberta,Cataract Surgery,Volume,2020,Number of cases,27342.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2020,Days,21.0
Provincial,Alberta,Colorectal Cancer Surgery,90th Percentile,2020,Days,46.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2020,Number of cases,1166.0
Provincial,Alberta,CT Scan,50th Percentile,2020,Days,15.0
Provincial,Alberta,CT Scan,90th Percentile,2020,Days,112.0
Provincial,Alberta,CT Scan,Volume,2020,Number of cases,156211.0
Provincial,Alberta,Hip Replacement,% Meeting Benchmark,2020,Proportion,51.6
Provincial,Alberta,Hip Replacement,50th Percentile,2020,Days,176.0
Provincial,Alberta,Hip Replacement,90th Percentile,2020,Days,382.0
Provincial,Alberta,Hip Replacement,Volume,2020,Number of cases,3846.0
Provincial,Alberta,Knee Replacement,% Meeting Benchmark,2020,Proportion,43.3
Provincial,Alberta,Knee Replacement,50th Percentile,2020,Days,206.0
Provincial,Alberta,Knee Replacement,90th Percentile,2020,Days,442.0
Provincial,Alberta,Knee Replacement,Volume,2020,Number of cases,5063.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2020,Days,24.0
Provincial,Alberta,Lung Cancer Surgery,90th Percentile,2020,Days,49.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2020,Number of cases,692.0
Provincial,Alberta,MRI Scan,50th Percentile,2020,Days,42.0
Provincial,Alberta,MRI Scan,90th Percentile,2020,Days,338.0
Provincial,Alberta,MRI Scan,Volume,2020,Number of cases,121524.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2020,Days,46.0
Provincial,Alberta,Prostate Cancer Surgery,90th Percentile,2020,Days,151.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2020,Number of cases,1063.0
Provincial,Alberta,Radiation Therapy,% Meeting Benchmark,2020,Proportion,99.1
Provincial,Alberta,Radiation Therapy,50th Percentile,2020,Days,9.0
Provincial,Alberta,Radiation Therapy,90th Percentile,2020,Days,20.0
Provincial,Alberta,Radiation Therapy,Volume,2020,Number of cases,9180.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2020,Days,21.0
Provincial,British Columbia,Bladder Cancer Surgery,90th Percentile,2020,Days,52.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2020,Number of cases,3690.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2020,Days,17.0
Provincial,British Columbia,Breast Cancer Surgery,90th Percentile,2020,Days,40.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2020,Number of cases,3942.0
Provincial,British Columbia,CABG,50th Percentile,2020,Days,5.0
Provincial,British Columbia,CABG,90th Percentile,2020,Days,60.0
Provincial,British Columbia,CABG,Volume,2020,Number of cases,1735.0
Provincial,British Columbia,Cataract Surgery,% Meeting Benchmark,2020,Proportion,64.2
Provincial,British Columbia,Cataract Surgery,50th Percentile,2020,Days,65.0
Provincial,British Columbia,Cataract Surgery,90th Percentile,2020,Days,301.0
Provincial,British Columbia,Cataract Surgery,Volume,2020,Number of cases,59633.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2020,Days,17.0
Provincial,British Columbia,Colorectal Cancer Surgery,90th Percentile,2020,Days,45.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2020,Number of cases,1730.0
Provincial,British Columbia,CT Scan,50th Percentile,2020,Days,22.0
Provincial,British Columbia,CT Scan,90th Percentile,2020,Days,143.0
Provincial,British Columbia,CT Scan,Volume,2020,Number of cases,271002.0
Provincial,British Columbia,Hip Replacement,% Meeting Benchmark,2020,Proportion,63.5
Provincial,British Columbia,Hip Replacement,50th Percentile,2020,Days,135.0
Provincial,British Columbia,Hip Replacement,90th Percentile,2020,Days,322.0
Provincial,British Columbia,Hip Replacement,Volume,2020,Number of cases,6378.0
Provincial,British Columbia,Knee Replacement,% Meeting Benchmark,2020,Proportion,56.7
Provincial,British Columbia,Knee Replacement,50th Percentile,2020,Days,157.0
Provincial,British Columbia,Knee Replacement,90th Percentile,2020,Days,370.0
Provincial,British Columbia,Knee Replacement,Volume,2020,Number of cases,8988.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2020,Days,16.0
Provincial,British Columbia,Lung Cancer Surgery,90th Percentile,2020,Days,42.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2020,Number of cases,996.0
Provincial,British Columbia,MRI Scan,50th Percentile,2020,Days,56.0
Provincial,British Columbia,MRI Scan,90th Percentile,2020,Days,188.0
Provincial,British Columbia,MRI Scan,Volume,2020,Number of cases,157747.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2020,Days,31.0
Provincial,British Columbia,Prostate Cancer Surgery,90th Percentile,2020,Days,82.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2020,Number of cases,1042.0
Provincial,British Columbia,Radiation Therapy,% Meeting Benchmark,2020,Proportion,92.0
Provincial,British Columbia,Radiation Therapy,50th Percentile,2020,Days,11.0
Provincial,British Columbia,Radiation Therapy,90th Percentile,2020,Days,27.0
Provincial,British Columbia,Radiation Therapy,Volume,2020,Number of cases,13000.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2020,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,90th Percentile,2020,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2020,Number of cases,N/A
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2020,Days,19.0
Provincial,Manitoba,Breast Cancer Surgery,90th Percentile,2020,Days,62.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2020,Number of cases,514.0
Provincial,Manitoba,CABG,50th Percentile,2020,Days,7.0
Provincial,Manitoba,CABG,90th Percentile,2020,Days,58.0
Provincial,Manitoba,CABG,Volume,2020,Number of cases,310.0
Provincial,Manitoba,Cataract Surgery,% Meeting Benchmark,2020,Proportion,35.0
Provincial,Manitoba,Cataract Surgery,50th Percentile,2020,Days,168.0
Provincial,Manitoba,Cataract Surgery,90th Percentile,2020,Days,440.0
Provincial,Manitoba,Cataract Surgery,Volume,2020,Number of cases,6404.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2020,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,90th Percentile,2020,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2020,Number of cases,N/A
Provincial,Manitoba,CT Scan,50th Percentile,2020,Days,25.0
Provincial,Manitoba,CT Scan,90th Percentile,2020,Days,122.0
Provincial,Manitoba,CT Scan,Volume,2020,Number of cases,99411.0
Provincial,Manitoba,Hip Replacement,% Meeting Benchmark,2020,Proportion,52.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2020,Days,174.0
Provincial,Manitoba,Hip Replacement,90th Percentile,2020,Days,413.0
Provincial,Manitoba,Hip Replacement,Volume,2020,Number of cases,1357.0
Provincial,Manitoba,Knee Replacement,% Meeting Benchmark,2020,Proportion,37.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2020,Days,245.0
Provincial,Manitoba,Knee Replacement,90th Percentile,2020,Days,499.0
Provincial,Manitoba,Knee Replacement,Volume,2020,Number of cases,2096.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,Manitoba,Lung Cancer Surgery,90th Percentile,2020,Days,69.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2020,Number of cases,255.0
Provincial,Manitoba,MRI Scan,50th Percentile,2020,Days,71.0
Provincial,Manitoba,MRI Scan,90th Percentile,2020,Days,216.0
Provincial,Manitoba,MRI Scan,Volume,2020,Number of cases,65654.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2020,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,90th Percentile,2020,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2020,Number of cases,N/A
Provincial,Manitoba,Radiation Therapy,% Meeting Benchmark,2020,Proportion,100.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2020,Days,10.0
Provincial,Manitoba,Radiation Therapy,90th Percentile,2020,Days,24.0
Provincial,Manitoba,Radiation Therapy,Volume,2020,Number of cases,3716.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2020,Days,25.0
Provincial,New Brunswick,Bladder Cancer Surgery,90th Percentile,2020,Days,74.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2020,Number of cases,496.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,New Brunswick,Breast Cancer Surgery,90th Percentile,2020,Days,48.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2020,Number of cases,669.0
Provincial,New Brunswick,CABG,50th Percentile,2020,Days,8.0
Provincial,New Brunswick,CABG,90th Percentile,2020,Days,207.0
Provincial,New Brunswick,CABG,Volume,2020,Number of cases,448.0
Provincial,New Brunswick,Cataract Surgery,% Meeting Benchmark,2020,Proportion,62.0
Provincial,New Brunswick,Cataract Surgery,50th Percentile,2020,Days,73.0
Provincial,New Brunswick,Cataract Surgery,90th Percentile,2020,Days,275.0
Provincial,New Brunswick,Cataract Surgery,Volume,2020,Number of cases,10410.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2020,Days,22.0
Provincial,New Brunswick,Colorectal Cancer Surgery,90th Percentile,2020,Days,52.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2020,Number of cases,452.0
Provincial,New Brunswick,CT Scan,50th Percentile,2020,Days,N/A
Provincial,New Brunswick,CT Scan,90th Percentile,2020,Days,N/A
Provincial,New Brunswick,CT Scan,Volume,2020,Number of cases,N/A
Provincial,New Brunswick,Hip Replacement,% Meeting Benchmark,2020,Proportion,36.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2020,Days,265.0
Provincial,New Brunswick,Hip Replacement,90th Percentile,2020,Days,511.0
Provincial,New Brunswick,Hip Replacement,Volume,2020,Number of cases,1108.0
Provincial,New Brunswick,Knee Replacement,% Meeting Benchmark,2020,Proportion,30.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2020,Days,280.0
Provincial,New Brunswick,Knee Replacement,90th Percentile,2020,Days,560.0
Provincial,New Brunswick,Knee Replacement,Volume,2020,Number of cases,1773.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2020,Days,32.0
Provincial,New Brunswick,Lung Cancer Surgery,90th Percentile,2020,Days,64.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2020,Number of cases,174.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2020,Days,N/A
Provincial,New Brunswick,MRI Scan,90th Percentile,2020,Days,N/A
Provincial,New Brunswick,MRI Scan,Volume,2020,Number of cases,N/A
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2020,Days,39.0
Provincial,New Brunswick,Prostate Cancer Surgery,90th Percentile,2020,Days,98.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2020,Number of cases,160.0
Provincial,New Brunswick,Radiation Therapy,% Meeting Benchmark,2020,Proportion,95.6
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2020,Days,11.0
Provincial,New Brunswick,Radiation Therapy,90th Percentile,2020,Days,24.0
Provincial,New Brunswick,Radiation Therapy,Volume,2020,Number of cases,2184.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2020,Days,21.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,90th Percentile,2020,Days,41.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2020,Number of cases,255.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,90th Percentile,2020,Days,28.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2020,Number of cases,433.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2020,Days,14.0
Provincial,Newfoundland and Labrador,CABG,90th Percentile,2020,Days,85.0
Provincial,Newfoundland and Labrador,CABG,Volume,2020,Number of cases,270.0
Provincial,Newfoundland and Labrador,Cataract Surgery,% Meeting Benchmark,2020,Proportion,57.0
Provincial,Newfoundland and Labrador,Cataract Surgery,50th Percentile,2020,Days,92.0
Provincial,Newfoundland and Labrador,Cataract Surgery,90th Percentile,2020,Days,325.0
Provincial,Newfoundland and Labrador,Cataract Surgery,Volume,2020,Number of cases,1823.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2020,Days,13.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90th Percentile,2020,Days,32.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2020,Number of cases,307.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2020,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,90th Percentile,2020,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,Volume,2020,Number of cases,78410.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,96.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Days,1.04
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Days,1.79
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,354.0
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2020,Proportion,56.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2020,Days,155.0
Provincial,Newfoundland and Labrador,Hip Replacement,90th Percentile,2020,Days,426.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2020,Number of cases,366.0
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2020,Proportion,33.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2020,Days,288.0
Provincial,Newfoundland and Labrador,Knee Replacement,90th Percentile,2020,Days,507.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2020,Number of cases,445.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90th Percentile,2020,Days,34.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2020,Number of cases,68.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2020,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,90th Percentile,2020,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2020,Number of cases,18833.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2020,Days,33.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90th Percentile,2020,Days,41.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2020,Number of cases,97.0
Provincial,Newfoundland and Labrador,Radiation Therapy,% Meeting Benchmark,2020,Proportion,99.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2020,Days,15.0
Provincial,Newfoundland and Labrador,Radiation Therapy,90th Percentile,2020,Days,22.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2020,Number of cases,965.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2020,Days,29.0
Provincial,Nova Scotia,Bladder Cancer Surgery,90th Percentile,2020,Days,120.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2020,Number of cases,815.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2020,Days,16.0
Provincial,Nova Scotia,Breast Cancer Surgery,90th Percentile,2020,Days,35.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2020,Number of cases,731.0
Provincial,Nova Scotia,CABG,50th Percentile,2020,Days,8.0
Provincial,Nova Scotia,CABG,90th Percentile,2020,Days,86.0
Provincial,Nova Scotia,CABG,Volume,2020,Number of cases,317.0
Provincial,Nova Scotia,Cataract Surgery,% Meeting Benchmark,2020,Proportion,52.0
Provincial,Nova Scotia,Cataract Surgery,50th Percentile,2020,Days,106.0
Provincial,Nova Scotia,Cataract Surgery,90th Percentile,2020,Days,392.0
Provincial,Nova Scotia,Cataract Surgery,Volume,2020,Number of cases,7203.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2020,Days,23.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,90th Percentile,2020,Days,55.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2020,Number of cases,405.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2020,Days,26.0
Provincial,Nova Scotia,CT Scan,90th Percentile,2020,Days,146.0
Provincial,Nova Scotia,CT Scan,Volume,2020,Number of cases,101858.0
Provincial,Nova Scotia,Hip Replacement,% Meeting Benchmark,2020,Proportion,56.2
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2020,Days,153.0
Provincial,Nova Scotia,Hip Replacement,90th Percentile,2020,Days,569.0
Provincial,Nova Scotia,Hip Replacement,Volume,2020,Number of cases,1258.0
Provincial,Nova Scotia,Knee Replacement,% Meeting Benchmark,2020,Proportion,39.5
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2020,Days,260.0
Provincial,Nova Scotia,Knee Replacement,90th Percentile,2020,Days,663.0
Provincial,Nova Scotia,Knee Replacement,Volume,2020,Number of cases,1859.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2020,Days,21.0
Provincial,Nova Scotia,Lung Cancer Surgery,90th Percentile,2020,Days,88.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2020,Number of cases,327.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2020,Days,53.0
Provincial,Nova Scotia,MRI Scan,90th Percentile,2020,Days,301.0
Provincial,Nova Scotia,MRI Scan,Volume,2020,Number of cases,32579.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2020,Days,41.0
Provincial,Nova Scotia,Prostate Cancer Surgery,90th Percentile,2020,Days,118.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2020,Number of cases,221.0
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2020,Proportion,98.5
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2020,Days,10.0
Provincial,Nova Scotia,Radiation Therapy,90th Percentile,2020,Days,21.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2020,Number of cases,3064.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2020,Days,21.0
Provincial,Ontario,Bladder Cancer Surgery,90th Percentile,2020,Days,66.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2020,Number of cases,10483.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2020,Days,16.0
Provincial,Ontario,Breast Cancer Surgery,90th Percentile,2020,Days,34.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2020,Number of cases,10405.0
Provincial,Ontario,CABG,50th Percentile,2020,Days,6.0
Provincial,Ontario,CABG,90th Percentile,2020,Days,58.0
Provincial,Ontario,CABG,Volume,2020,Number of cases,5412.0
Provincial,Ontario,Cataract Surgery,% Meeting Benchmark,2020,Proportion,58.6
Provincial,Ontario,Cataract Surgery,50th Percentile,2020,Days,81.0
Provincial,Ontario,Cataract Surgery,90th Percentile,2020,Days,311.0
Provincial,Ontario,Cataract Surgery,Volume,2020,Number of cases,104156.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2020,Days,17.0
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2020,Days,38.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2020,Number of cases,4217.0
Provincial,Ontario,CT Scan,50th Percentile,2020,Days,5.0
Provincial,Ontario,CT Scan,90th Percentile,2020,Days,62.0
Provincial,Ontario,CT Scan,Volume,2020,Number of cases,931251.0
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2020,Proportion,71.7
Provincial,Ontario,Hip Replacement,50th Percentile,2020,Days,99.0
Provincial,Ontario,Hip Replacement,90th Percentile,2020,Days,329.0
Provincial,Ontario,Hip Replacement,Volume,2020,Number of cases,15381.0
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2020,Proportion,66.2
Provincial,Ontario,Knee Replacement,50th Percentile,2020,Days,115.0
Provincial,Ontario,Knee Replacement,90th Percentile,2020,Days,371.0
Provincial,Ontario,Knee Replacement,Volume,2020,Number of cases,23058.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2020,Days,18.0
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2020,Days,40.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2020,Number of cases,2782.0
Provincial,Ontario,MRI Scan,50th Percentile,2020,Days,28.0
Provincial,Ontario,MRI Scan,90th Percentile,2020,Days,157.0
Provincial,Ontario,MRI Scan,Volume,2020,Number of cases,629520.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2020,Days,37.0
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2020,Days,107.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2020,Number of cases,2226.0
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2020,Proportion,98.5
Provincial,Ontario,Radiation Therapy,50th Percentile,2020,Days,9.1
Provincial,Ontario,Radiation Therapy,90th Percentile,2020,Days,16.1
Provincial,Ontario,Radiation Therapy,Volume,2020,Number of cases,32895.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2020,Days,26.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2020,Days,75.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2020,Number of cases,76.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2020,Days,30.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2020,Number of cases,106.0
Provincial,Prince Edward Island,CABG,50th Percentile,2020,Days,N/A
Provincial,Prince Edward Island,CABG,90th Percentile,2020,Days,N/A
Provincial,Prince Edward Island,CABG,Volume,2020,Number of cases,N/A
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2020,Proportion,19.5
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2020,Days,221.5
